OperationID,FieldID,FarmID,RegionID,CropID,DateTimeID,OperationTypeID,InputMaterialID,Quantity,UnitCost,TotalCost,Operator,CreatedDate
342,296,20,1,4,363,1,,33.96,41.15,1397.45,Team-14,2025-10-07
343,134,9,2,1,203,5,2,9.68,148.22,1434.77,Team-2,2025-07-07
344,405,28,2,1,1113,2,,19.03,75.58,1438.29,Team-9,2025-08-07
345,327,22,1,7,2376,3,6,24.37,17.02,414.78,Team-9,2025-09-25
346,258,18,5,1,376,3,4,18.31,40.41,739.91,Team-12,2025-07-06
347,156,10,1,7,2581,1,,6.75,129.38,873.32,Team-5,2025-10-06
348,321,22,1,3,220,3,6,10.7,21.47,229.73,Team-8,2025-07-31
349,309,21,1,1,2468,4,3,22.29,17.18,382.94,Team-16,2025-09-28
350,383,26,3,1,772,1,,14.32,34.19,489.6,Team-6,2025-09-08
351,88,6,1,2,2285,4,6,6.06,26.76,162.17,Team-11,2025-09-28
352,398,28,2,2,121,4,6,7.83,104.44,817.77,Team-8,2025-07-11
353,134,9,2,7,2625,5,5,8.62,127.23,1096.72,Team-17,2025-09-09
354,321,22,1,5,2328,4,1,5.74,133.0,763.42,Team-4,2025-10-21
355,180,12,3,1,1411,2,,9.72,66.8,649.3,Team-7,2025-09-06
356,208,14,4,1,2082,2,,13.71,38.58,528.93,Team-6,2025-10-17
357,209,14,4,8,2263,3,7,25.35,61.27,1553.19,Team-19,2025-09-10
358,135,9,2,6,795,3,5,13.2,30.18,398.38,Team-5,2025-07-13
359,49,4,4,3,2649,4,7,5.92,65.86,389.89,Team-6,2025-10-18
360,30,2,4,7,2812,4,3,10.29,36.62,376.82,Team-15,2025-10-15
361,34,3,2,8,581,3,3,13.2,139.04,1835.33,Team-4,2025-09-03
362,251,17,3,3,1064,4,4,12.19,149.3,1819.97,Team-18,2025-10-28
363,232,16,5,5,2291,1,,17.29,13.27,229.44,Team-17,2025-07-14
364,168,11,2,5,1865,5,6,14.74,55.91,824.11,Team-2,2025-09-02
365,193,13,5,7,2422,1,,7.28,35.78,260.48,Team-12,2025-09-07
366,150,10,1,6,2299,5,2,18.12,104.4,1891.73,Team-5,2025-09-08
367,404,28,2,3,289,1,,4.32,106.59,460.47,Team-2,2025-07-17
368,196,13,5,7,1948,3,6,7.12,108.96,775.8,Team-10,2025-07-09
369,389,27,1,7,1476,2,,6.91,139.39,963.18,Team-3,2025-07-28
370,272,19,5,2,1403,5,5,7.65,50.81,388.7,Team-7,2025-10-04
371,101,7,1,4,2477,1,,8.16,107.47,876.96,Team-8,2025-08-04
372,397,28,2,7,1207,4,1,5.71,89.55,511.33,Team-3,2025-10-25
373,330,23,4,2,1523,1,,11.7,143.9,1683.63,Team-18,2025-10-23
374,198,13,5,6,1325,3,6,16.3,35.26,574.74,Team-6,2025-09-08
375,221,15,4,1,2110,4,4,18.97,119.03,2258.0,Team-6,2025-08-21
376,186,12,3,3,2807,4,1,9.91,102.57,1016.47,Team-5,2025-10-05
377,418,29,1,6,1912,1,,7.72,142.89,1103.11,Team-4,2025-07-13
378,402,28,2,1,2509,4,6,18.1,142.73,2583.41,Team-14,2025-10-28
379,146,10,1,3,2215,2,,6.02,117.55,707.65,Team-9,2025-07-08
380,378,26,3,4,755,4,5,4.45,44.91,199.85,Team-12,2025-08-04
381,93,6,1,5,712,4,4,16.17,60.63,980.39,Team-15,2025-09-19
382,291,20,1,8,640,5,2,29.35,96.04,2818.77,Team-13,2025-10-26
383,395,27,1,1,2065,4,5,11.4,126.77,1445.18,Team-20,2025-07-10
384,161,11,2,5,1049,3,3,11.86,55.91,663.09,Team-3,2025-09-04
385,392,27,1,7,10,3,3,13.74,113.66,1561.69,Team-2,2025-07-17
386,361,25,2,2,2184,4,4,21.04,107.11,2253.59,Team-19,2025-09-18
387,268,18,5,6,1656,5,4,11.02,144.96,1597.46,Team-5,2025-08-23
388,250,17,3,5,2273,3,6,12.32,130.57,1608.62,Team-5,2025-09-17
389,34,3,2,5,62,1,,8.08,27.54,222.52,Team-7,2025-09-07
390,374,26,3,2,1057,3,6,7.65,65.99,504.82,Team-7,2025-07-22
391,141,9,2,2,2774,1,,25.98,92.03,2390.94,Team-11,2025-08-04
392,363,25,2,6,1651,5,1,26.18,80.49,2107.23,Team-17,2025-09-30
393,346,23,4,4,2162,1,,4.47,34.97,156.32,Team-19,2025-10-12
394,417,29,1,8,304,3,4,18.39,42.23,776.61,Team-5,2025-09-20
395,12,1,4,4,1926,3,5,12.71,30.0,381.3,Team-12,2025-09-21
396,140,9,2,6,539,3,1,28.9,113.82,3289.4,Team-12,2025-10-21
397,137,9,2,3,2245,3,1,6.8,125.34,852.31,Team-5,2025-08-28
398,183,12,3,4,2388,3,7,23.63,80.08,1892.29,Team-18,2025-08-02
399,407,28,2,2,251,2,,12.23,59.34,725.73,Team-11,2025-08-03
400,316,22,1,8,1946,5,1,18.39,80.24,1475.61,Team-20,2025-07-31
401,171,11,2,4,1815,5,1,30.36,143.71,4363.04,Team-17,2025-09-09
402,10,1,4,5,600,5,5,6.63,38.02,252.07,Team-20,2025-07-05
403,109,7,1,6,2553,4,2,5.37,96.32,517.24,Team-10,2025-09-25
404,147,10,1,8,856,3,5,12.23,40.57,496.17,Team-2,2025-10-10
405,107,7,1,2,2321,1,,29.8,22.72,677.06,Team-11,2025-07-09
406,313,21,1,6,1388,3,3,4.99,97.59,486.97,Team-15,2025-08-05
407,212,14,4,6,2693,1,,4.5,92.82,417.69,Team-4,2025-08-10
408,112,8,4,2,771,5,1,37.68,13.53,509.81,Team-1,2025-08-15
409,288,19,5,8,894,1,,9.5,116.13,1103.23,Team-8,2025-10-10
410,74,5,1,8,475,4,1,22.42,37.7,845.23,Team-10,2025-08-12
411,149,10,1,4,2215,3,5,10.68,116.18,1240.8,Team-4,2025-10-26
412,25,2,4,7,1592,1,,5.06,121.56,615.09,Team-18,2025-10-28
413,156,10,1,1,10,3,2,3.94,97.76,385.17,Team-15,2025-10-21
414,151,10,1,2,2209,4,4,11.6,80.53,934.15,Team-16,2025-08-15
415,80,5,1,2,1773,4,2,6.38,89.81,572.99,Team-4,2025-09-01
416,49,4,4,4,2748,2,,3.71,137.0,508.27,Team-8,2025-09-29
417,410,28,2,8,1158,2,,27.48,93.97,2582.3,Team-5,2025-07-29
418,224,15,4,6,744,1,,9.6,29.56,283.78,Team-1,2025-09-07
419,193,13,5,6,2173,5,6,12.83,47.01,603.14,Team-9,2025-07-12
420,244,17,3,8,2628,4,5,6.14,104.58,642.12,Team-5,2025-10-05
421,370,26,3,6,2042,1,,21.51,145.98,3140.03,Team-7,2025-10-13
422,217,15,4,1,2033,4,7,10.0,77.19,771.9,Team-3,2025-09-20
423,73,5,1,6,1581,5,5,5.31,38.4,203.9,Team-8,2025-08-25
424,244,17,3,8,1768,3,2,15.7,70.6,1108.42,Team-13,2025-09-17
425,356,25,2,5,2424,3,5,13.17,148.76,1959.17,Team-19,2025-10-09
426,167,11,2,4,2025,2,,12.79,64.51,825.08,Team-15,2025-10-11
427,318,22,1,8,2761,3,3,3.12,83.07,259.18,Team-8,2025-10-21
428,410,28,2,5,1022,1,,4.52,14.43,65.22,Team-19,2025-07-24
429,69,5,1,7,1223,2,,4.98,122.19,608.51,Team-15,2025-09-02
430,398,28,2,1,166,3,5,6.45,73.61,474.78,Team-8,2025-07-23
431,403,28,2,6,1154,3,4,15.67,77.28,1210.98,Team-1,2025-08-04
432,392,27,1,8,2810,1,,5.34,79.78,426.03,Team-4,2025-08-12
433,166,11,2,7,496,5,5,17.05,60.73,1035.45,Team-6,2025-07-12
434,250,17,3,1,1027,5,7,7.86,110.32,867.12,Team-2,2025-07-28
435,46,3,2,7,480,4,1,4.06,13.78,55.95,Team-2,2025-10-06
436,208,14,4,8,911,3,6,15.57,131.93,2054.15,Team-3,2025-09-08
437,344,23,4,8,767,2,,14.66,59.49,872.12,Team-3,2025-10-27
438,195,13,5,2,2119,2,,14.12,17.15,242.16,Team-7,2025-08-13
439,30,2,4,8,980,4,5,6.12,58.13,355.76,Team-9,2025-08-30
440,321,22,1,4,2378,3,3,11.89,89.21,1060.71,Team-12,2025-10-02
441,278,19,5,7,2247,3,5,8.3,77.22,640.93,Team-17,2025-07-17
442,288,19,5,4,2666,1,,10.65,128.59,1369.48,Team-2,2025-07-22
443,233,16,5,4,1080,4,4,13.2,46.21,609.97,Team-11,2025-09-15
444,122,8,4,2,1309,5,6,10.33,46.17,476.94,Team-11,2025-07-26
445,251,17,3,5,547,5,5,20.62,23.55,485.6,Team-12,2025-09-12
446,284,19,5,2,2726,1,,11.9,45.82,545.26,Team-20,2025-09-01
447,106,7,1,4,1800,1,,17.97,88.18,1584.59,Team-17,2025-10-20
448,71,5,1,7,666,3,3,19.27,83.72,1613.28,Team-20,2025-07-26
449,371,26,3,6,1161,5,5,8.59,147.27,1265.05,Team-4,2025-07-31
450,299,20,1,1,1274,1,,7.42,119.83,889.14,Team-14,2025-09-22
451,402,28,2,7,2432,2,,18.45,98.17,1811.24,Team-11,2025-09-04
452,4,1,4,2,1174,2,,4.87,138.93,676.59,Team-1,2025-10-24
453,92,6,1,8,116,3,1,15.61,21.11,329.53,Team-15,2025-08-05
454,390,27,1,8,2261,3,7,28.4,86.98,2470.23,Team-17,2025-07-04
455,260,18,5,7,108,1,,7.94,27.92,221.68,Team-19,2025-07-13
456,310,21,1,3,2831,5,4,6.17,51.87,320.04,Team-11,2025-09-13
457,133,9,2,2,1191,3,6,8.49,12.8,108.67,Team-12,2025-07-12
458,71,5,1,5,1616,5,6,15.89,86.83,1379.73,Team-9,2025-09-07
459,296,20,1,5,2265,5,5,7.24,124.79,903.48,Team-19,2025-09-10
460,30,2,4,7,1838,4,7,3.24,110.24,357.18,Team-3,2025-07-17
461,358,25,2,4,2772,1,,20.45,14.58,298.16,Team-15,2025-09-22
462,255,17,3,2,63,3,3,16.5,33.63,554.9,Team-12,2025-09-02
463,216,15,4,8,1465,4,6,21.77,24.05,523.57,Team-13,2025-08-09
464,360,25,2,2,518,4,5,2.81,139.54,392.11,Team-1,2025-08-14
465,367,26,3,3,2816,4,6,20.48,120.16,2460.88,Team-8,2025-07-24
466,429,29,1,2,913,5,5,13.79,135.33,1866.2,Team-17,2025-07-10
467,218,15,4,2,2434,4,5,18.91,112.27,2123.03,Team-4,2025-10-05
468,405,28,2,5,2727,4,6,18.42,124.08,2285.55,Team-14,2025-08-05
469,298,20,1,2,317,1,,3.66,81.15,297.01,Team-18,2025-10-18
470,29,2,4,6,278,2,,9.38,105.73,991.75,Team-5,2025-08-25
471,157,10,1,7,1148,4,6,16.81,104.89,1763.2,Team-2,2025-09-23
472,121,8,4,1,161,4,4,4.38,34.07,149.23,Team-17,2025-07-24
473,195,13,5,8,1443,5,4,9.68,15.36,148.68,Team-15,2025-07-08
474,36,3,2,7,757,5,1,14.45,89.67,1295.73,Team-12,2025-08-05
475,55,4,4,8,576,4,3,4.64,72.13,334.68,Team-11,2025-07-19
476,289,19,5,1,654,1,,3.6,134.2,483.12,Team-10,2025-08-10
477,79,5,1,8,128,4,2,24.09,48.14,1159.69,Team-7,2025-07-11
478,400,28,2,8,581,2,,2.02,77.56,156.67,Team-2,2025-09-05
479,172,11,2,3,2182,5,3,4.5,91.03,409.64,Team-10,2025-08-08
480,161,11,2,4,905,2,,4.97,120.3,597.89,Team-5,2025-09-27
481,238,16,5,6,1581,3,2,19.11,47.21,902.18,Team-11,2025-10-17
482,27,2,4,3,2624,1,,10.58,49.55,524.24,Team-6,2025-07-28
483,336,23,4,2,3,1,,21.42,120.07,2571.9,Team-14,2025-10-18
484,241,17,3,3,1048,5,2,4.87,34.62,168.6,Team-3,2025-10-23
485,112,8,4,2,2478,5,2,13.93,67.2,936.1,Team-16,2025-10-10
486,304,20,1,2,1315,3,2,10.19,142.92,1456.35,Team-6,2025-10-13
487,360,25,2,6,801,1,,21.19,79.47,1683.97,Team-9,2025-10-11
488,339,23,4,5,911,3,4,9.11,136.24,1241.15,Team-3,2025-07-06
489,192,13,5,6,2856,2,,1.88,91.68,172.36,Team-17,2025-10-02
490,443,30,2,8,883,5,2,1.7,72.88,123.9,Team-18,2025-10-26
491,272,19,5,6,2062,3,3,11.23,121.62,1365.79,Team-1,2025-10-11
492,419,29,1,3,2382,4,6,31.03,119.36,3703.74,Team-4,2025-09-26
493,337,23,4,2,681,4,6,30.58,119.16,3643.91,Team-5,2025-08-25
494,75,5,1,7,1241,2,,2.81,63.95,179.7,Team-19,2025-07-05
495,413,28,2,1,1573,3,4,8.29,127.09,1053.58,Team-9,2025-09-21
496,86,6,1,8,2029,5,5,7.97,90.63,722.32,Team-16,2025-10-03
497,252,17,3,7,2832,1,,9.47,13.22,125.19,Team-16,2025-09-05
498,214,15,4,2,2788,1,,7.51,149.91,1125.82,Team-15,2025-08-28
499,275,19,5,5,2403,3,3,15.29,103.58,1583.74,Team-4,2025-07-12
500,122,8,4,6,1303,1,,9.46,61.29,579.8,Team-7,2025-09-29
501,191,13,5,3,1491,3,6,2.42,79.5,192.39,Team-18,2025-07-07
502,114,8,4,3,494,5,5,10.27,113.36,1164.21,Team-2,2025-10-10
503,128,9,2,2,86,4,4,6.94,26.71,185.37,Team-18,2025-08-03
504,108,7,1,7,937,1,,1.74,20.7,36.02,Team-18,2025-07-22
505,355,25,2,4,630,5,1,5.95,124.76,742.32,Team-1,2025-10-21
506,285,19,5,4,1757,4,1,3.27,18.97,62.03,Team-20,2025-08-24
507,109,7,1,2,2297,5,4,6.18,49.38,305.17,Team-13,2025-07-27
508,95,6,1,3,1016,5,4,12.67,144.29,1828.15,Team-13,2025-08-04
509,45,3,2,3,301,3,3,16.39,87.05,1426.75,Team-15,2025-07-05
510,171,11,2,7,2253,5,3,19.51,35.45,691.63,Team-11,2025-10-21
511,365,25,2,2,354,1,,11.76,104.86,1233.15,Team-13,2025-09-01
512,268,18,5,6,1108,1,,7.23,143.18,1035.19,Team-19,2025-07-15
513,368,26,3,6,989,2,,10.73,121.98,1308.85,Team-4,2025-07-03
514,81,6,1,1,1816,5,6,13.33,108.35,1444.31,Team-5,2025-10-12
515,66,4,4,2,1833,2,,10.83,45.25,490.06,Team-17,2025-10-23
516,145,10,1,2,410,3,4,2.66,57.28,152.36,Team-12,2025-09-13
517,194,13,5,2,1860,4,6,9.13,141.03,1287.6,Team-18,2025-09-01
518,128,9,2,7,2306,2,,11.16,45.37,506.33,Team-14,2025-10-13
519,250,17,3,7,223,5,7,5.19,94.77,491.86,Team-11,2025-09-11
520,177,12,3,5,706,1,,11.63,27.86,324.01,Team-18,2025-09-04
521,245,17,3,5,971,1,,7.96,27.07,215.48,Team-10,2025-09-06
522,23,2,4,8,1748,1,,10.7,122.83,1314.28,Team-16,2025-09-21
523,60,4,4,1,50,4,2,8.68,144.75,1256.43,Team-9,2025-08-17
524,80,5,1,5,176,2,,3.83,122.09,467.6,Team-18,2025-08-01
525,131,9,2,4,1628,2,,10.49,125.15,1312.82,Team-1,2025-08-03
526,174,12,3,3,1292,1,,15.66,111.08,1739.51,Team-4,2025-08-26
527,413,28,2,8,369,3,6,10.27,148.73,1527.46,Team-8,2025-09-04
528,350,24,4,5,920,5,4,16.07,114.34,1837.44,Team-17,2025-07-14
529,145,10,1,2,1763,1,,1.8,77.69,139.84,Team-7,2025-07-29
530,15,1,4,8,1919,4,4,13.43,24.51,329.17,Team-8,2025-08-19
531,40,3,2,8,1809,2,,13.48,65.01,876.33,Team-20,2025-08-02
532,122,8,4,7,2503,2,,16.62,81.78,1359.18,Team-5,2025-09-14
533,315,22,1,2,727,5,3,13.2,149.14,1968.65,Team-12,2025-10-01
534,298,20,1,3,250,2,,11.37,35.71,406.02,Team-14,2025-10-24
535,407,28,2,8,1345,1,,5.19,75.19,390.24,Team-4,2025-07-10
536,219,15,4,8,542,3,7,22.28,13.77,306.8,Team-17,2025-09-10
537,397,28,2,1,1519,3,4,13.44,118.48,1592.37,Team-17,2025-09-29
538,268,18,5,1,2833,1,,1.87,34.91,65.28,Team-14,2025-08-25
539,102,7,1,4,1917,5,6,23.3,84.17,1961.16,Team-18,2025-10-20
540,188,13,5,7,2723,2,,1.96,83.24,163.15,Team-1,2025-09-24
541,159,10,1,6,1700,1,,19.36,88.58,1714.91,Team-8,2025-08-13
542,285,19,5,4,688,1,,8.98,46.39,416.58,Team-17,2025-09-05
543,300,20,1,1,760,4,5,18.97,110.7,2099.98,Team-4,2025-08-17
544,26,2,4,7,2108,2,,24.78,109.44,2711.92,Team-4,2025-10-04
545,274,19,5,3,2244,2,,12.88,48.63,626.35,Team-1,2025-10-26
546,205,14,4,2,1770,1,,6.8,103.17,701.56,Team-6,2025-08-27
547,142,10,1,7,709,4,1,9.27,66.65,617.85,Team-16,2025-07-03
548,405,28,2,7,2613,5,5,20.29,56.7,1150.44,Team-13,2025-09-17
549,92,6,1,6,249,1,,21.65,16.2,350.73,Team-18,2025-08-23
550,81,6,1,2,359,3,4,5.69,96.7,550.22,Team-10,2025-08-27
551,346,23,4,2,1006,5,3,6.7,50.7,339.69,Team-5,2025-09-16
552,400,28,2,1,2291,4,4,10.55,61.04,643.97,Team-11,2025-07-23
553,413,28,2,8,1915,4,5,3.99,34.95,139.45,Team-7,2025-07-04
554,343,23,4,3,1141,2,,7.41,29.25,216.74,Team-18,2025-08-02
555,285,19,5,2,2702,4,4,12.13,120.26,1458.75,Team-20,2025-07-03
556,76,5,1,5,2671,1,,2.21,28.31,62.57,Team-16,2025-09-04
557,397,28,2,8,1407,5,6,7.63,53.49,408.13,Team-5,2025-09-17
558,301,20,1,4,460,4,4,11.35,122.4,1389.24,Team-4,2025-08-29
559,234,16,5,8,1719,4,7,20.99,35.35,742.0,Team-4,2025-07-05
560,135,9,2,5,2023,3,6,6.28,88.26,554.27,Team-19,2025-07-28
561,250,17,3,3,1044,4,7,13.72,100.2,1374.74,Team-6,2025-07-31
562,122,8,4,4,147,4,3,9.33,69.75,650.77,Team-1,2025-07-06
563,21,2,4,8,2212,2,,12.55,36.45,457.45,Team-1,2025-09-05
564,349,24,4,4,2169,4,2,9.45,123.99,1171.71,Team-19,2025-10-23
565,400,28,2,2,26,4,3,4.78,91.18,435.84,Team-10,2025-08-07
566,79,5,1,7,2457,5,6,7.14,144.13,1029.09,Team-6,2025-08-24
567,158,10,1,4,1480,2,,12.51,80.75,1010.18,Team-11,2025-09-27
568,385,26,3,7,624,2,,33.92,149.15,5059.17,Team-8,2025-07-26
569,254,17,3,1,1399,1,,31.82,22.37,711.81,Team-19,2025-10-25
570,129,9,2,7,1369,3,3,18.88,118.69,2240.87,Team-8,2025-07-22
571,260,18,5,4,1605,1,,14.78,77.7,1148.41,Team-14,2025-08-12
572,189,13,5,4,2578,4,2,19.14,108.48,2076.31,Team-10,2025-09-15
573,90,6,1,3,2801,4,4,0.98,86.32,84.59,Team-15,2025-09-07
574,188,13,5,2,611,2,,5.95,126.15,750.59,Team-20,2025-07-12
575,327,22,1,2,1028,3,5,12.98,19.08,247.66,Team-18,2025-10-02
576,44,3,2,4,1233,2,,16.98,139.69,2371.94,Team-4,2025-09-04
577,135,9,2,8,421,5,3,18.56,25.7,476.99,Team-6,2025-08-27
578,263,18,5,4,504,1,,12.39,117.48,1455.58,Team-16,2025-08-18
579,270,18,5,2,1004,5,4,6.2,122.72,760.86,Team-13,2025-10-02
580,77,5,1,8,790,5,2,5.64,96.25,542.85,Team-2,2025-07-20
581,394,27,1,7,9,3,3,9.62,25.65,246.75,Team-6,2025-07-22
582,7,1,4,6,2434,2,,18.56,106.24,1971.81,Team-19,2025-09-21
583,180,12,3,1,217,3,1,3.93,64.57,253.76,Team-13,2025-07-20
584,54,4,4,7,1397,2,,3.27,14.47,47.32,Team-1,2025-07-21
585,259,18,5,6,1177,3,3,10.22,133.18,1361.1,Team-8,2025-10-05
586,359,25,2,1,1587,1,,16.53,56.98,941.88,Team-19,2025-07-12
587,123,8,4,2,2524,2,,13.33,48.64,648.37,Team-4,2025-07-09
588,221,15,4,8,943,2,,10.7,104.11,1113.98,Team-8,2025-07-07
589,110,7,1,6,1812,5,2,12.68,92.6,1174.17,Team-13,2025-07-05
590,177,12,3,1,1381,4,1,11.81,144.98,1712.21,Team-17,2025-10-11
591,130,9,2,2,2703,3,5,6.92,102.47,709.09,Team-3,2025-09-07
592,18,2,4,4,386,4,6,17.43,58.11,1012.86,Team-13,2025-10-09
593,89,6,1,5,661,2,,7.11,143.01,1016.8,Team-15,2025-09-28
594,87,6,1,4,339,5,5,6.99,39.88,278.76,Team-19,2025-09-07
595,393,27,1,6,1899,2,,16.78,21.22,356.07,Team-10,2025-09-12
596,427,29,1,3,2343,4,6,3.03,70.53,213.71,Team-4,2025-08-11
597,264,18,5,4,480,2,,15.23,139.82,2129.46,Team-16,2025-09-16
598,352,24,4,4,637,5,7,5.21,91.74,477.97,Team-16,2025-08-02
599,255,17,3,8,1271,2,,13.67,52.68,720.14,Team-17,2025-09-19
600,354,24,4,8,1338,2,,12.95,29.04,376.07,Team-20,2025-10-16
601,197,13,5,7,2869,2,,12.71,149.97,1906.12,Team-10,2025-07-14
602,140,9,2,8,722,2,,20.89,88.2,1842.5,Team-17,2025-08-17
603,318,22,1,1,305,4,1,11.53,139.71,1610.86,Team-7,2025-07-20
604,51,4,4,3,1574,3,1,6.44,122.77,790.64,Team-12,2025-10-07
605,237,16,5,6,2611,5,2,13.64,32.97,449.71,Team-15,2025-10-13
606,13,1,4,1,2552,1,,11.64,86.91,1011.63,Team-6,2025-08-12
607,11,1,4,1,1601,5,2,11.94,132.34,1580.14,Team-13,2025-08-09
608,39,3,2,1,250,4,7,12.15,67.68,822.31,Team-10,2025-07-10
609,245,17,3,5,2862,3,7,5.16,30.23,155.99,Team-8,2025-07-28
610,306,21,1,6,673,5,1,4.1,90.51,371.09,Team-10,2025-07-19
611,260,18,5,8,1482,2,,9.32,76.72,715.03,Team-3,2025-10-24
612,244,17,3,6,800,3,5,0.67,136.4,91.39,Team-6,2025-09-08
613,21,2,4,1,75,5,4,12.96,33.47,433.77,Team-6,2025-10-22
614,342,23,4,7,2037,2,,6.54,113.53,742.49,Team-9,2025-08-13
615,332,23,4,3,2537,5,1,9.82,59.05,579.87,Team-18,2025-09-06
616,96,6,1,3,415,3,2,10.19,119.25,1215.16,Team-7,2025-10-02
617,55,4,4,5,2088,2,,14.96,141.58,2118.04,Team-6,2025-10-18
618,30,2,4,8,2734,4,1,2.34,89.38,209.15,Team-18,2025-09-16
619,182,12,3,5,603,1,,9.39,71.56,671.95,Team-14,2025-09-06
620,390,27,1,8,1897,5,1,9.6,36.32,348.67,Team-7,2025-08-24
621,355,25,2,1,1411,1,,12.13,125.22,1518.92,Team-4,2025-07-11
622,387,27,1,5,856,5,7,21.58,138.09,2979.98,Team-5,2025-10-13
623,380,26,3,3,696,5,4,9.39,11.98,112.49,Team-1,2025-09-11
624,375,26,3,1,820,1,,14.94,105.41,1574.83,Team-18,2025-08-18
625,140,9,2,1,718,2,,28.83,116.19,3349.76,Team-17,2025-07-01
626,417,29,1,1,2458,4,3,9.11,16.49,150.22,Team-17,2025-08-05
627,359,25,2,6,756,4,2,8.2,61.18,501.68,Team-8,2025-07-09
628,148,10,1,7,1192,5,7,17.45,25.78,449.86,Team-15,2025-10-25
629,371,26,3,1,2426,3,6,6.36,135.37,860.95,Team-13,2025-08-25
630,393,27,1,8,2099,5,2,26.33,124.21,3270.45,Team-9,2025-09-17
631,226,15,4,2,2221,2,,13.62,83.44,1136.45,Team-2,2025-07-01
632,205,14,4,8,787,5,1,2.85,77.37,220.5,Team-17,2025-07-03
633,133,9,2,5,1501,2,,12.53,67.53,846.15,Team-9,2025-07-12
634,279,19,5,8,1472,1,,3.28,137.5,451.0,Team-4,2025-07-19
635,42,3,2,7,93,1,,7.24,103.83,751.73,Team-19,2025-10-23
636,118,8,4,4,1299,2,,31.61,116.29,3675.93,Team-3,2025-09-27
637,231,16,5,3,235,5,6,23.09,16.51,381.22,Team-1,2025-08-10
638,114,8,4,6,496,5,4,19.71,103.41,2038.21,Team-8,2025-08-11
639,52,4,4,6,2396,5,1,22.28,136.32,3037.21,Team-9,2025-08-22
640,401,28,2,4,632,2,,12.34,130.6,1611.6,Team-12,2025-08-10
641,35,3,2,2,179,1,,15.27,138.62,2116.73,Team-17,2025-07-15
642,149,10,1,1,328,5,3,6.58,149.74,985.29,Team-5,2025-09-21
643,299,20,1,5,2488,1,,4.9,13.42,65.76,Team-6,2025-08-11
644,38,3,2,2,2434,5,5,14.3,92.74,1326.18,Team-13,2025-09-28
645,250,17,3,7,2072,3,2,18.05,140.44,2534.94,Team-13,2025-08-13
646,292,20,1,8,327,1,,12.29,58.14,714.54,Team-19,2025-08-06
647,116,8,4,4,1013,4,2,3.1,50.52,156.61,Team-20,2025-08-08
648,169,11,2,1,2521,3,1,2.62,122.17,320.09,Team-18,2025-07-06
649,28,2,4,5,2448,4,5,16.49,52.67,868.53,Team-1,2025-09-03
650,242,17,3,3,2593,2,,19.61,125.2,2455.17,Team-12,2025-09-24
651,218,15,4,2,2322,1,,8.3,17.83,147.99,Team-11,2025-09-28
652,322,22,1,5,1523,4,1,9.45,86.64,818.75,Team-20,2025-08-21
653,159,10,1,6,2451,1,,9.56,149.53,1429.51,Team-7,2025-08-14
654,226,15,4,7,1670,2,,6.34,52.56,333.23,Team-1,2025-09-11
655,303,20,1,6,2234,1,,1.3,73.98,96.17,Team-18,2025-09-08
656,389,27,1,6,1071,2,,4.83,128.11,618.77,Team-20,2025-07-23
657,292,20,1,7,226,4,4,7.3,81.39,594.15,Team-1,2025-10-13
658,285,19,5,1,2037,5,7,22.79,97.14,2213.82,Team-4,2025-08-25
659,189,13,5,2,945,4,5,5.26,70.38,370.2,Team-18,2025-08-30
660,260,18,5,8,799,1,,12.2,77.28,942.82,Team-8,2025-09-09
661,27,2,4,4,850,4,1,5.59,131.06,732.63,Team-19,2025-10-10
662,437,30,2,1,2634,3,5,2.3,37.11,85.35,Team-8,2025-09-10
663,69,5,1,3,2694,5,4,10.2,92.73,945.85,Team-5,2025-10-08
664,61,4,4,4,604,3,5,9.66,78.43,757.63,Team-6,2025-10-17
665,17,2,4,2,1791,5,4,3.47,110.93,384.93,Team-20,2025-10-20
666,254,17,3,3,1394,3,1,11.49,43.74,502.57,Team-13,2025-09-28
667,78,5,1,3,2224,3,7,18.35,110.74,2032.08,Team-14,2025-09-24
668,67,5,1,4,872,5,6,12.85,112.11,1440.61,Team-6,2025-10-25
669,363,25,2,7,2368,3,7,14.52,27.52,399.59,Team-5,2025-09-27
670,145,10,1,6,2063,1,,2.2,29.78,65.52,Team-10,2025-07-07
671,116,8,4,2,587,2,,13.86,78.98,1094.66,Team-13,2025-10-10
672,279,19,5,5,1701,4,1,10.07,125.06,1259.35,Team-18,2025-09-08
673,363,25,2,2,1549,1,,5.09,88.81,452.04,Team-19,2025-07-23
674,345,23,4,5,213,4,1,10.51,113.29,1190.68,Team-17,2025-07-18
675,109,7,1,5,1271,3,4,2.4,112.86,270.86,Team-1,2025-09-12
676,67,5,1,4,163,1,,4.1,13.74,56.33,Team-20,2025-09-19
677,73,5,1,6,1708,3,6,13.44,116.9,1571.14,Team-3,2025-10-09
678,271,18,5,3,1707,3,6,6.1,27.91,170.25,Team-15,2025-07-12
679,221,15,4,7,914,5,7,12.52,71.24,891.92,Team-6,2025-10-13
680,370,26,3,6,190,2,,13.86,86.03,1192.38,Team-20,2025-09-04
681,216,15,4,5,101,2,,3.16,104.1,328.96,Team-13,2025-09-13
682,93,6,1,1,2875,4,6,15.22,122.36,1862.32,Team-15,2025-09-06
683,257,18,5,6,966,2,,5.65,94.04,531.33,Team-7,2025-10-02
