IrrigationEventID,FieldID,FarmID,RegionID,IrrigationMethodID,DateTimeID,VolumeM3,DurationMinutes,EnergyKWh,SourceType,CreatedDate
403,254,17,3,4,2262,109.31,20,19.92,Reservoir,2025-10-03
404,155,10,1,1,2371,58.63,139,25.87,Borewell,2025-08-31
405,268,18,5,3,1795,84.08,111,18.07,Canal,2025-09-18
406,407,28,2,2,2790,55.26,117,8.7,Borewell,2025-09-21
407,91,6,1,4,1705,57.05,137,14.54,Borewell,2025-07-17
408,98,7,1,1,2076,167.46,183,11.63,Canal,2025-07-02
409,286,19,5,4,452,59.73,87,10.2,Canal,2025-08-06
410,122,8,4,4,1700,51.73,228,20.01,Borewell,2025-07-14
411,235,16,5,3,982,98.51,191,27.28,Borewell,2025-10-23
412,174,12,3,3,966,64.87,83,30.0,Borewell,2025-09-24
413,109,7,1,4,2105,87.25,37,11.43,Canal,2025-08-14
414,48,4,4,4,2659,32.57,70,6.63,Borewell,2025-10-03
415,148,10,1,2,2827,26.42,24,35.67,Canal,2025-10-02
416,272,19,5,2,2819,40.42,218,3.55,Borewell,2025-07-08
417,415,28,2,2,2412,55.23,128,9.05,Borewell,2025-08-14
418,126,9,2,3,2194,34.39,140,9.35,Borewell,2025-09-05
419,429,29,1,1,1944,121.72,18,8.37,Canal,2025-07-19
420,282,19,5,3,1860,71.17,223,10.91,Canal,2025-08-30
421,226,15,4,4,2718,13.9,195,7.19,Canal,2025-10-26
422,410,28,2,1,2223,48.58,201,32.11,Borewell,2025-08-04
423,253,17,3,1,815,86.67,95,7.84,Borewell,2025-09-07
424,168,11,2,2,438,69.56,217,4.56,Canal,2025-07-20
425,28,2,4,4,1368,25.65,226,14.87,Canal,2025-08-30
426,340,23,4,2,1812,66.12,69,8.04,Canal,2025-08-27
427,69,5,1,2,1338,19.72,76,44.68,Borewell,2025-07-10
428,84,6,1,4,1332,115.17,184,41.56,Canal,2025-07-14
429,336,23,4,3,2563,17.52,205,13.91,Reservoir,2025-09-14
430,75,5,1,2,2177,6.21,151,2.09,Canal,2025-08-15
431,270,18,5,2,2803,100.87,181,7.61,Canal,2025-07-29
432,334,23,4,3,432,163.48,123,14.82,Canal,2025-09-24
433,94,6,1,2,2540,102.82,66,14.13,Canal,2025-10-04
434,426,29,1,3,600,19.82,142,23.51,Borewell,2025-10-12
435,410,28,2,1,70,138.52,203,8.14,Canal,2025-07-26
436,259,18,5,1,2439,143.83,140,6.27,Reservoir,2025-07-07
437,427,29,1,2,1891,94.72,69,7.77,Canal,2025-10-04
438,34,3,2,2,903,71.22,232,19.42,Canal,2025-10-04
439,74,5,1,4,1184,59.0,46,9.02,Canal,2025-10-02
440,398,28,2,1,2114,238.6,42,6.82,Canal,2025-08-28
441,377,26,3,1,635,18.47,21,6.19,Borewell,2025-08-29
442,6,1,4,2,2471,78.51,105,13.73,Canal,2025-09-29
443,24,2,4,3,746,126.99,134,9.92,Reservoir,2025-07-23
444,393,27,1,1,22,72.15,192,4.13,Canal,2025-09-01
445,189,13,5,1,1844,54.35,184,11.33,Borewell,2025-08-12
446,365,25,2,1,699,26.93,226,7.73,Canal,2025-08-26
447,356,25,2,3,2245,92.81,118,9.59,Canal,2025-08-13
448,188,13,5,4,2395,33.19,162,4.59,Canal,2025-07-10
449,360,25,2,4,119,115.6,44,3.95,Canal,2025-10-25
450,108,7,1,1,2280,45.53,154,0.89,Borewell,2025-07-14
451,334,23,4,3,2525,57.73,81,24.01,Canal,2025-09-15
452,424,29,1,3,2267,48.1,87,13.08,Canal,2025-09-14
453,357,25,2,1,1369,99.62,131,14.11,Canal,2025-08-19
454,169,11,2,3,2757,94.91,64,19.21,Borewell,2025-09-26
455,4,1,4,3,1683,47.56,69,21.34,Borewell,2025-10-18
456,385,26,3,4,1268,145.95,114,12.9,Borewell,2025-09-26
457,60,4,4,3,2767,32.48,29,16.95,Borewell,2025-07-24
458,2,1,4,2,727,63.51,118,17.75,Canal,2025-10-24
459,370,26,3,4,802,62.85,209,12.33,Borewell,2025-07-05
460,195,13,5,3,766,19.11,64,15.51,Borewell,2025-07-24
461,386,26,3,2,230,35.68,233,9.77,Canal,2025-07-09
462,154,10,1,3,217,132.43,188,10.55,Reservoir,2025-09-29
463,165,11,2,2,347,54.97,107,9.58,Borewell,2025-09-19
464,275,19,5,1,2701,40.07,192,21.87,Borewell,2025-09-28
465,66,4,4,4,1943,155.3,132,15.48,Canal,2025-08-01
466,362,25,2,3,1591,63.55,219,7.41,Canal,2025-07-28
467,346,23,4,4,2218,75.02,120,5.47,Canal,2025-07-13
468,176,12,3,2,2756,125.59,233,18.47,Canal,2025-09-17
469,386,26,3,2,1457,109.68,188,3.21,Canal,2025-08-28
470,101,7,1,2,943,59.78,83,9.27,Borewell,2025-09-30
471,10,1,4,2,914,125.51,178,35.38,Canal,2025-10-26
472,45,3,2,2,1088,77.88,138,1.83,Borewell,2025-09-19
473,117,8,4,1,432,132.83,98,13.12,Canal,2025-07-29
474,236,16,5,3,732,24.35,97,20.54,Canal,2025-07-21
475,105,7,1,4,1387,53.68,58,6.56,Canal,2025-10-17
476,329,23,4,4,2585,66.45,103,5.02,Borewell,2025-09-28
477,100,7,1,3,1819,137.36,180,17.68,Canal,2025-09-10
478,349,24,4,3,294,57.08,34,15.93,Canal,2025-07-25
479,50,4,4,1,2181,135.43,103,14.07,Borewell,2025-10-12
480,339,23,4,2,2842,51.47,149,7.61,Canal,2025-08-01
481,413,28,2,2,547,46.09,179,0.48,Canal,2025-10-03
482,64,4,4,4,806,50.72,43,19.37,Canal,2025-10-11
483,271,18,5,3,2695,90.14,226,26.65,Reservoir,2025-07-18
484,263,18,5,4,2603,123.74,98,6.62,Borewell,2025-08-03
485,253,17,3,4,730,97.03,224,5.86,Reservoir,2025-07-01
486,404,28,2,1,982,12.63,78,18.22,Canal,2025-10-06
487,158,10,1,4,1838,63.89,98,7.02,Canal,2025-07-10
488,321,22,1,4,1923,111.77,28,10.25,Canal,2025-09-13
489,203,13,5,1,2808,52.69,80,4.58,Canal,2025-07-15
490,122,8,4,4,1714,78.03,177,18.33,Borewell,2025-09-02
491,220,15,4,4,1168,103.66,219,10.09,Canal,2025-08-08
492,341,23,4,2,727,58.41,162,18.3,Canal,2025-08-02
493,214,15,4,3,2362,54.02,80,1.77,Reservoir,2025-09-01
494,343,23,4,3,332,40.76,49,7.69,Reservoir,2025-07-25
495,433,30,2,2,1058,85.37,229,36.21,Reservoir,2025-07-12
496,181,12,3,1,2381,74.75,49,3.32,Borewell,2025-07-02
497,321,22,1,3,415,53.49,201,22.14,Borewell,2025-10-07
498,78,5,1,2,979,23.46,132,7.74,Reservoir,2025-08-07
499,442,30,2,4,1690,43.94,50,5.61,Borewell,2025-09-30
500,260,18,5,4,835,50.85,213,12.13,Borewell,2025-10-23
501,152,10,1,4,1751,26.89,53,2.89,Borewell,2025-08-30
502,398,28,2,2,559,150.59,149,14.93,Borewell,2025-09-24
503,315,22,1,3,1830,32.26,145,16.85,Reservoir,2025-07-31
504,2,1,4,4,1603,61.14,190,18.09,Borewell,2025-07-02
505,383,26,3,4,2599,142.65,210,34.18,Borewell,2025-09-04
506,258,18,5,4,2564,33.61,228,9.09,Canal,2025-09-17
507,123,8,4,4,2148,40.57,135,20.23,Borewell,2025-07-23
508,45,3,2,3,596,44.59,145,25.84,Borewell,2025-08-23
509,82,6,1,2,2564,137.02,98,18.63,Canal,2025-09-16
510,62,4,4,3,2430,66.82,37,27.95,Reservoir,2025-09-21
511,40,3,2,1,897,74.67,159,4.3,Borewell,2025-10-04
512,413,28,2,1,1768,92.09,15,10.54,Reservoir,2025-10-21
513,366,25,2,2,1014,83.16,111,14.14,Reservoir,2025-07-31
514,88,6,1,4,2251,62.61,75,4.58,Borewell,2025-09-17
515,389,27,1,3,708,65.79,81,14.21,Borewell,2025-08-14
516,50,4,4,2,880,39.49,56,0.79,Borewell,2025-10-14
517,146,10,1,4,1363,74.83,166,11.5,Canal,2025-08-08
518,146,10,1,4,570,40.27,129,1.21,Canal,2025-09-02
519,311,21,1,4,2686,120.76,209,13.19,Canal,2025-08-07
520,209,14,4,4,2763,76.82,231,16.08,Borewell,2025-07-26
521,159,10,1,3,1180,183.29,132,2.04,Canal,2025-09-20
522,42,3,2,3,452,50.44,208,5.75,Canal,2025-09-01
523,255,17,3,4,1369,63.62,132,14.75,Canal,2025-09-17
524,50,4,4,3,2204,136.9,104,7.24,Borewell,2025-07-14
525,255,17,3,4,2545,132.37,195,14.85,Borewell,2025-09-27
526,222,15,4,2,1262,117.37,60,13.69,Canal,2025-07-03
527,377,26,3,2,1003,164.32,117,23.45,Borewell,2025-08-21
528,364,25,2,1,1072,75.43,132,5.93,Canal,2025-10-25
529,292,20,1,2,1171,56.99,47,7.18,Reservoir,2025-08-31
530,267,18,5,4,1536,112.73,28,5.05,Borewell,2025-07-08
531,310,21,1,1,761,63.63,71,19.1,Reservoir,2025-09-06
532,33,3,2,2,1687,17.25,188,23.9,Borewell,2025-09-15
533,331,23,4,1,2379,58.64,233,10.03,Borewell,2025-07-22
534,14,1,4,3,2827,166.71,140,3.71,Canal,2025-07-22
535,76,5,1,1,1066,81.87,216,40.25,Borewell,2025-08-22
536,21,2,4,4,997,87.55,154,33.03,Borewell,2025-09-23
537,248,17,3,4,1107,151.77,23,18.48,Canal,2025-10-16
538,287,19,5,3,766,24.33,150,9.49,Reservoir,2025-07-09
539,369,26,3,2,1248,33.68,178,41.69,Borewell,2025-09-22
540,202,13,5,4,1412,73.1,24,8.61,Borewell,2025-10-03
541,211,14,4,1,302,27.08,91,1.71,Canal,2025-07-24
542,361,25,2,3,636,75.95,48,2.82,Borewell,2025-09-14
543,53,4,4,1,2041,49.34,193,13.61,Borewell,2025-09-26
544,137,9,2,3,2874,107.44,119,8.25,Canal,2025-08-23
545,329,23,4,2,2779,60.08,21,28.02,Borewell,2025-10-01
546,282,19,5,2,1263,70.05,214,11.0,Borewell,2025-08-10
547,6,1,4,3,2269,55.31,88,21.83,Reservoir,2025-08-24
548,171,11,2,2,1603,56.11,190,4.17,Canal,2025-07-24
549,434,30,2,4,896,128.62,223,11.17,Borewell,2025-07-03
550,45,3,2,3,129,103.06,30,14.32,Canal,2025-09-26
551,436,30,2,2,1408,96.38,106,15.7,Borewell,2025-07-01
552,198,13,5,4,1723,66.0,177,42.05,Canal,2025-09-14
553,343,23,4,2,2084,94.62,178,1.59,Borewell,2025-08-27
554,105,7,1,3,2611,38.0,163,6.46,Borewell,2025-10-19
555,180,12,3,1,584,29.26,107,15.15,Canal,2025-07-02
556,55,4,4,4,2281,169.18,130,48.82,Reservoir,2025-08-01
557,10,1,4,4,768,88.34,83,12.17,Reservoir,2025-09-06
558,331,23,4,1,1988,131.06,200,28.84,Reservoir,2025-10-07
559,363,25,2,2,1208,54.49,66,13.45,Canal,2025-09-26
560,153,10,1,4,486,152.28,35,4.95,Borewell,2025-09-14
561,37,3,2,3,1752,36.87,180,2.51,Borewell,2025-09-11
562,351,24,4,3,414,83.12,125,14.34,Canal,2025-10-20
563,262,18,5,1,726,61.75,69,20.74,Borewell,2025-10-16
564,416,29,1,4,1398,61.9,179,10.33,Canal,2025-08-15
565,395,27,1,1,2538,152.13,223,11.49,Canal,2025-10-19
566,353,24,4,1,1224,179.47,72,2.92,Borewell,2025-09-26
567,419,29,1,1,698,88.38,144,17.52,Reservoir,2025-09-27
568,350,24,4,2,143,23.16,216,10.05,Canal,2025-10-25
569,269,18,5,3,1220,71.15,43,16.27,Reservoir,2025-10-09
570,442,30,2,1,2185,73.97,144,30.28,Reservoir,2025-08-24
571,120,8,4,1,1621,115.53,40,11.48,Canal,2025-08-01
572,150,10,1,3,703,32.97,137,14.3,Canal,2025-09-27
573,173,12,3,2,1781,60.02,48,18.41,Reservoir,2025-07-06
574,317,22,1,3,1470,53.51,91,30.85,Borewell,2025-07-27
575,420,29,1,3,1124,34.94,52,2.66,Borewell,2025-09-03
576,70,5,1,4,2816,21.6,153,11.18,Canal,2025-10-15
577,402,28,2,4,2873,137.89,33,8.27,Canal,2025-07-20
578,344,23,4,4,826,75.06,99,5.88,Borewell,2025-08-19
579,180,12,3,3,1775,42.28,33,8.46,Borewell,2025-07-05
580,306,21,1,2,2732,72.94,93,28.65,Canal,2025-08-16
581,162,11,2,1,1752,69.11,19,6.69,Canal,2025-09-04
582,375,26,3,2,1092,85.31,44,16.33,Canal,2025-10-13
583,369,26,3,1,85,81.32,110,22.11,Borewell,2025-08-20
584,232,16,5,1,2646,102.73,57,11.24,Canal,2025-08-02
585,362,25,2,4,944,87.52,160,5.34,Canal,2025-08-22
586,225,15,4,4,2004,50.46,82,25.37,Borewell,2025-08-07
587,264,18,5,2,2467,53.34,224,21.01,Canal,2025-07-21
588,388,27,1,2,714,94.69,16,6.84,Borewell,2025-09-20
589,428,29,1,1,390,106.1,163,15.37,Canal,2025-09-17
590,123,8,4,1,260,80.27,81,41.43,Canal,2025-08-09
591,203,13,5,3,111,99.72,111,1.72,Borewell,2025-08-27
592,26,2,4,4,1447,25.23,73,30.11,Borewell,2025-09-07
593,197,13,5,3,546,57.23,64,1.63,Borewell,2025-10-01
594,136,9,2,3,919,89.44,37,25.03,Borewell,2025-08-19
595,195,13,5,1,841,43.11,154,17.68,Canal,2025-09-02
596,296,20,1,2,1796,79.69,88,37.67,Reservoir,2025-10-13
597,249,17,3,4,1945,154.43,186,23.54,Borewell,2025-07-09
598,338,23,4,4,1966,48.97,168,14.51,Canal,2025-09-16
599,16,2,4,2,373,29.73,205,30.77,Borewell,2025-07-17
600,376,26,3,4,949,43.7,69,4.05,Canal,2025-09-10
601,7,1,4,4,1442,89.97,48,2.43,Borewell,2025-10-12
602,194,13,5,3,989,52.93,32,8.16,Canal,2025-07-18
603,40,3,2,1,2870,65.83,128,14.04,Borewell,2025-09-04
604,369,26,3,3,2415,27.79,155,13.59,Canal,2025-07-02
605,151,10,1,4,2540,132.9,50,39.47,Canal,2025-07-01
606,242,17,3,1,2196,95.88,67,10.57,Borewell,2025-07-10
607,123,8,4,4,1572,80.17,160,35.68,Borewell,2025-07-22
608,442,30,2,2,2700,61.1,199,9.35,Borewell,2025-09-30
609,347,24,4,2,1446,110.61,125,2.3,Borewell,2025-10-10
610,274,19,5,1,2107,76.27,38,4.44,Canal,2025-10-01
611,290,19,5,2,407,53.93,59,13.91,Reservoir,2025-08-19
612,150,10,1,4,1579,73.17,38,8.2,Canal,2025-10-08
613,427,29,1,3,63,97.2,48,34.83,Canal,2025-07-16
614,131,9,2,3,2842,95.25,88,7.25,Borewell,2025-09-28
615,17,2,4,4,1572,87.53,192,3.43,Reservoir,2025-09-12
616,322,22,1,2,1447,101.52,134,14.15,Canal,2025-08-09
617,114,8,4,2,1518,123.98,207,18.93,Reservoir,2025-10-08
618,97,6,1,4,1807,90.75,143,2.13,Canal,2025-07-06
619,103,7,1,1,2215,69.79,179,2.75,Borewell,2025-09-29
620,299,20,1,1,1186,68.09,197,28.04,Canal,2025-09-18
621,91,6,1,2,716,87.93,117,1.87,Borewell,2025-07-16
622,91,6,1,3,1532,51.42,235,11.93,Borewell,2025-07-18
623,325,22,1,4,2455,95.16,155,18.38,Canal,2025-07-12
624,1,1,4,3,2768,44.42,159,15.84,Borewell,2025-08-09
625,258,18,5,2,1705,61.75,27,12.74,Reservoir,2025-10-08
626,282,19,5,4,1831,16.07,69,21.97,Canal,2025-09-10
627,156,10,1,4,556,91.6,61,6.67,Canal,2025-07-22
628,11,1,4,3,358,106.6,192,11.35,Borewell,2025-07-17
629,382,26,3,4,2712,41.91,111,12.23,Canal,2025-09-21
630,320,22,1,1,2292,108.88,146,11.85,Borewell,2025-08-01
631,311,21,1,3,2584,162.61,107,32.97,Canal,2025-09-20
632,324,22,1,2,2537,76.71,160,33.42,Canal,2025-07-01
633,248,17,3,3,2694,100.9,124,15.4,Borewell,2025-07-15
634,321,22,1,2,1916,214.23,69,15.06,Reservoir,2025-10-28
635,129,9,2,2,1821,43.05,188,8.39,Borewell,2025-08-22
636,326,22,1,2,905,85.05,238,6.69,Borewell,2025-07-25
637,182,12,3,1,2309,26.24,48,17.05,Borewell,2025-09-02
638,255,17,3,4,2030,104.21,29,28.47,Canal,2025-07-20
639,276,19,5,3,2008,49.37,196,17.28,Canal,2025-07-03
640,46,3,2,1,2510,40.62,175,10.13,Borewell,2025-07-01
641,55,4,4,4,1041,59.39,129,4.03,Borewell,2025-10-27
642,196,13,5,3,1854,94.7,187,10.33,Borewell,2025-07-30
643,91,6,1,1,2621,40.58,76,10.46,Borewell,2025-09-28
644,78,5,1,2,642,68.34,25,8.25,Canal,2025-07-25
645,69,5,1,1,2222,68.12,148,12.73,Reservoir,2025-07-17
646,127,9,2,4,1184,113.39,58,18.55,Borewell,2025-09-08
647,438,30,2,2,2570,46.57,87,17.7,Reservoir,2025-08-10
648,158,10,1,1,2659,68.02,122,20.14,Canal,2025-07-12
649,12,1,4,1,945,19.63,158,41.63,Canal,2025-10-14
650,357,25,2,1,2209,99.54,52,15.08,Reservoir,2025-08-19
651,77,5,1,3,2790,110.38,92,34.54,Borewell,2025-08-27
652,55,4,4,2,644,63.5,167,64.53,Canal,2025-10-13
653,33,3,2,3,1584,102.18,146,34.68,Borewell,2025-07-02
654,287,19,5,4,2265,105.12,93,9.68,Borewell,2025-08-18
655,289,19,5,4,90,47.95,210,2.85,Canal,2025-09-23
656,80,5,1,4,695,35.95,190,30.02,Reservoir,2025-08-11
657,433,30,2,2,2692,78.24,15,14.71,Canal,2025-09-08
658,206,14,4,1,1294,64.38,239,4.89,Borewell,2025-10-17
659,423,29,1,1,1903,96.6,30,9.59,Borewell,2025-09-01
660,66,4,4,4,2408,74.08,185,42.57,Canal,2025-09-29
661,420,29,1,3,1543,96.18,126,5.98,Canal,2025-09-27
662,280,19,5,1,1131,99.73,74,18.51,Reservoir,2025-10-16
663,31,3,2,4,246,66.82,186,22.29,Borewell,2025-09-25
664,48,4,4,3,1015,141.86,218,19.54,Borewell,2025-07-09
665,388,27,1,2,1553,159.14,42,13.83,Reservoir,2025-07-16
666,342,23,4,3,1159,63.64,195,9.97,Borewell,2025-09-23
667,4,1,4,2,1495,58.45,123,17.02,Canal,2025-08-03
668,178,12,3,4,2647,157.42,77,13.9,Canal,2025-07-15
669,158,10,1,2,68,58.57,22,9.72,Canal,2025-09-21
670,309,21,1,1,1987,134.54,237,13.32,Borewell,2025-08-17
671,150,10,1,2,903,36.18,111,14.22,Canal,2025-08-31
672,73,5,1,3,606,149.07,114,8.45,Canal,2025-07-26
673,168,11,2,3,2210,132.43,41,8.35,Canal,2025-09-27
674,185,12,3,3,2231,132.04,37,34.82,Canal,2025-08-30
675,237,16,5,3,163,77.22,138,9.37,Borewell,2025-07-14
676,152,10,1,2,1817,93.56,162,21.73,Canal,2025-09-09
677,216,15,4,1,1039,131.47,184,13.58,Borewell,2025-09-02
678,78,5,1,1,689,94.9,161,9.07,Borewell,2025-08-05
679,272,19,5,4,1219,103.93,146,10.56,Borewell,2025-09-16
680,49,4,4,3,1819,145.29,86,22.44,Canal,2025-09-29
681,319,22,1,2,1153,72.05,99,6.21,Borewell,2025-10-13
682,217,15,4,1,1375,72.15,183,24.07,Reservoir,2025-08-15
683,184,12,3,4,2108,52.06,16,3.33,Canal,2025-07-16
684,222,15,4,2,2707,94.87,234,2.24,Reservoir,2025-10-06
685,422,29,1,3,2864,19.08,170,40.58,Borewell,2025-08-28
686,119,8,4,2,2465,12.84,128,15.16,Borewell,2025-10-11
687,199,13,5,4,55,118.71,115,52.46,Borewell,2025-09-30
688,391,27,1,1,558,92.82,141,26.77,Borewell,2025-08-06
689,423,29,1,2,1129,60.55,42,27.21,Borewell,2025-10-27
690,403,28,2,3,1327,73.69,200,13.65,Canal,2025-08-24
691,209,14,4,3,1429,84.62,46,26.17,Canal,2025-08-03
692,88,6,1,4,84,281.93,162,12.93,Canal,2025-08-20
693,345,23,4,4,1817,41.77,15,5.84,Canal,2025-07-16
694,359,25,2,4,1999,91.21,53,1.65,Borewell,2025-08-10
695,46,3,2,3,1580,136.58,47,6.65,Borewell,2025-08-17
696,414,28,2,1,126,129.8,146,9.94,Borewell,2025-09-18
697,161,11,2,2,280,38.05,187,14.4,Reservoir,2025-10-25
698,220,15,4,2,2393,106.37,95,27.9,Canal,2025-10-09
699,364,25,2,3,2383,86.79,127,15.44,Canal,2025-10-20
700,321,22,1,3,2036,100.93,172,27.58,Borewell,2025-08-20
701,83,6,1,2,2305,106.42,86,25.32,Borewell,2025-09-20
702,265,18,5,3,1970,168.24,223,9.87,Canal,2025-10-07
703,34,3,2,1,2201,88.48,76,4.81,Borewell,2025-10-22
704,166,11,2,4,1237,78.96,136,8.35,Canal,2025-07-14
705,48,4,4,1,1470,121.09,170,21.22,Canal,2025-08-25
706,187,12,3,4,2807,91.1,26,9.3,Reservoir,2025-08-09
707,443,30,2,3,2503,105.07,168,3.76,Borewell,2025-08-06
708,372,26,3,2,1100,78.01,107,9.57,Borewell,2025-07-18
709,372,26,3,2,1613,120.31,233,2.67,Canal,2025-10-21
710,216,15,4,3,2755,73.85,124,19.91,Canal,2025-08-05
711,364,25,2,2,2249,105.93,144,23.66,Canal,2025-09-16
712,325,22,1,4,319,130.68,162,6.65,Borewell,2025-10-23
713,77,5,1,2,2293,83.55,76,4.34,Canal,2025-08-11
714,12,1,4,4,24,24.63,117,19.87,Borewell,2025-09-20
715,440,30,2,3,2428,107.07,194,40.57,Canal,2025-07-18
716,114,8,4,3,2757,152.79,155,3.91,Borewell,2025-07-01
717,190,13,5,2,1683,125.36,197,4.72,Reservoir,2025-09-16
718,7,1,4,2,907,105.57,68,24.83,Canal,2025-09-18
719,440,30,2,1,1247,55.54,177,8.64,Canal,2025-09-27
720,330,23,4,3,367,47.25,34,5.45,Canal,2025-10-18
721,10,1,4,3,586,106.92,160,19.51,Reservoir,2025-09-07
722,407,28,2,3,534,74.27,26,12.94,Borewell,2025-08-09
723,159,10,1,4,851,59.94,47,12.74,Canal,2025-09-11
724,319,22,1,1,281,117.71,215,6.86,Reservoir,2025-10-27
725,24,2,4,3,1120,44.23,238,25.62,Borewell,2025-07-06
726,368,26,3,1,2517,44.76,69,9.22,Canal,2025-09-10
727,93,6,1,4,76,89.39,86,14.53,Reservoir,2025-07-05
728,377,26,3,4,2848,28.2,141,10.32,Borewell,2025-10-24
729,299,20,1,3,2539,47.63,93,18.25,Borewell,2025-07-17
730,16,2,4,4,1038,25.24,193,14.25,Canal,2025-10-22
731,268,18,5,3,2862,66.84,230,13.28,Borewell,2025-10-24
732,312,21,1,3,464,20.75,138,7.27,Borewell,2025-07-01
733,30,2,4,1,2041,97.27,126,22.11,Borewell,2025-08-01
734,37,3,2,3,806,51.84,83,57.12,Canal,2025-08-24
735,270,18,5,1,1987,151.45,113,6.23,Borewell,2025-07-08
736,175,12,3,2,1440,54.95,109,13.9,Canal,2025-07-05
737,258,18,5,4,476,59.4,38,6.23,Borewell,2025-08-23
738,369,26,3,4,1615,103.59,229,1.52,Borewell,2025-09-09
739,281,19,5,2,2827,130.45,228,12.51,Borewell,2025-07-25
740,272,19,5,3,2491,37.82,235,14.17,Reservoir,2025-09-08
741,136,9,2,4,2036,86.04,209,1.12,Borewell,2025-07-12
742,299,20,1,1,1028,89.23,239,17.55,Borewell,2025-09-06
743,312,21,1,3,190,79.01,83,7.68,Canal,2025-10-23
744,340,23,4,2,2374,108.05,40,18.66,Borewell,2025-07-02
745,145,10,1,4,1279,84.43,65,10.48,Canal,2025-09-04
746,328,23,4,1,1031,165.16,67,20.07,Borewell,2025-08-28
747,226,15,4,4,559,46.47,54,38.37,Canal,2025-08-04
748,328,23,4,3,553,54.25,56,6.33,Canal,2025-08-24
749,417,29,1,2,2128,69.42,37,10.04,Borewell,2025-07-02
750,165,11,2,2,1460,133.69,170,1.55,Borewell,2025-09-20
751,69,5,1,4,1802,116.14,141,14.92,Borewell,2025-10-06
752,204,13,5,1,2573,125.34,21,32.95,Canal,2025-09-04
753,9,1,4,3,1388,125.39,191,9.78,Borewell,2025-09-22
754,430,30,2,4,9,41.23,232,28.71,Borewell,2025-08-03
755,380,26,3,1,1300,81.81,206,23.7,Canal,2025-07-23
756,412,28,2,4,255,23.61,194,2.32,Canal,2025-07-14
757,191,13,5,1,2202,141.57,40,10.08,Borewell,2025-07-19
758,133,9,2,4,2539,81.45,54,14.0,Canal,2025-10-28
759,53,4,4,3,117,163.8,219,8.37,Borewell,2025-07-03
760,51,4,4,3,2851,85.99,168,20.9,Reservoir,2025-07-27
761,393,27,1,4,2587,191.21,130,8.39,Borewell,2025-08-07
762,158,10,1,2,1051,89.63,223,17.65,Borewell,2025-08-08
763,232,16,5,4,1459,23.15,85,5.16,Reservoir,2025-10-06
764,92,6,1,4,67,53.09,172,50.28,Canal,2025-09-15
765,162,11,2,3,2862,82.66,237,28.16,Borewell,2025-10-20
766,170,11,2,3,1591,106.0,34,18.97,Canal,2025-10-20
767,285,19,5,1,1566,53.69,57,19.48,Reservoir,2025-07-28
768,13,1,4,1,1050,76.06,59,14.8,Canal,2025-09-15
769,159,10,1,1,438,93.44,172,9.69,Canal,2025-08-29
770,363,25,2,3,368,30.51,147,11.56,Canal,2025-09-01
771,386,26,3,4,205,73.22,158,9.68,Reservoir,2025-10-25
772,435,30,2,3,2435,63.81,57,28.76,Canal,2025-07-29
773,175,12,3,2,1821,26.04,191,26.64,Canal,2025-07-30
774,162,11,2,1,390,107.57,92,16.26,Borewell,2025-10-04
775,36,3,2,4,1003,66.8,70,8.12,Borewell,2025-08-14
776,205,14,4,3,1321,74.69,103,11.61,Borewell,2025-07-09
777,272,19,5,3,2649,99.87,201,14.55,Canal,2025-10-10
778,101,7,1,1,951,48.93,94,9.35,Canal,2025-09-07
779,115,8,4,1,2659,65.49,55,6.23,Canal,2025-10-28
780,270,18,5,3,1885,104.17,166,1.55,Reservoir,2025-09-04
781,224,15,4,2,2372,53.65,238,23.22,Canal,2025-09-04
782,191,13,5,3,523,15.63,57,10.99,Borewell,2025-08-13
783,412,28,2,4,345,34.61,39,4.3,Canal,2025-07-16
784,151,10,1,3,1128,78.81,58,3.39,Canal,2025-07-29
785,157,10,1,1,2344,168.85,171,4.21,Canal,2025-10-09
786,45,3,2,4,1617,86.23,115,21.05,Canal,2025-09-30
787,134,9,2,4,2863,58.94,117,15.51,Reservoir,2025-10-14
788,250,17,3,2,1307,49.71,218,38.22,Reservoir,2025-09-20
789,408,28,2,4,655,34.85,201,34.39,Canal,2025-09-25
790,200,13,5,4,946,57.62,158,6.82,Canal,2025-08-07
791,66,4,4,1,310,80.13,82,10.94,Reservoir,2025-08-17
792,258,18,5,4,607,58.96,155,28.01,Borewell,2025-08-22
793,208,14,4,2,2136,73.56,239,9.78,Borewell,2025-10-23
794,139,9,2,3,2331,88.02,145,11.57,Borewell,2025-10-10
795,439,30,2,4,117,82.51,67,9.46,Borewell,2025-08-02
796,314,21,1,1,1254,100.43,136,7.42,Canal,2025-10-19
797,78,5,1,2,1755,26.78,166,18.48,Borewell,2025-07-19
798,64,4,4,4,98,72.26,157,17.03,Canal,2025-09-13
799,213,15,4,2,990,218.55,130,3.64,Canal,2025-09-14
800,372,26,3,3,1134,81.0,227,7.47,Canal,2025-09-05
801,333,23,4,4,2295,107.02,35,10.26,Canal,2025-08-20
802,158,10,1,4,919,27.67,227,5.28,Reservoir,2025-08-25
803,61,4,4,3,1623,99.26,118,3.6,Borewell,2025-07-22
804,45,3,2,3,969,64.22,197,14.71,Borewell,2025-07-12
805,297,20,1,1,1465,80.02,155,20.12,Borewell,2025-09-10
806,210,14,4,4,295,246.24,17,9.25,Borewell,2025-07-27
